아이디어	156	70
으면	157	1544
세	158	6483
모든	159	318
직원	160	512
에게	161	754
메일	162	236
개	163	1621
씩	164	273
어떨까요	165	248
좋	166	5602
!	167	915
당장	168	199
어야겠어	169	174
여러	170	266
명	171	971
겠죠	172	113
에는	173	2603
대	174	1364
시ㄴ	175	2070
교육프로그램	176	2
예정	177	706
아나	178	236
어제	179	933
연기	180	105
었다는	181	146
못하	182	676
었나	183	663
확인	184	2205
기회	185	114
없	186	6286
었어	187	3060
언제	188	836
었는지	189	273
알	190	4756
시나	191	540
아마	192	606
다음	193	1559
화요일	194	90
일	195	2922
거	196	3701
에요	197	1115
확인해볼게요	198	24
우리	199	2719
어떤	200	1816
방식	201	74
도쿄	202	17
근처	203	429
항구	204	8
운반	205	2
하고	206	3585
후	207	1107
차	208	1115
이용	209	982
ㅂ니다	210	11830
그냥	211	886
서울	212	134
비행기	213	450
바로	214	1727
낫	215	163
비용	216	449
들	217	5981
과	218	1988
방법	219	639
택하	220	4
왜	221	978
오전	222	442
실시	223	17
교육	224	118
참여	225	160
피	226	211
선택	227	237
내용	228	379
어디	229	1922
서	230	3398
메	231	100
하단	232	16
작	233	447
글씨	234	20
적히	235	190
창고	236	75
두	237	1542
박스	238	131
배달	239	286
필요	240	1361
전부	241	329
다	242	4488
만	243	3689
면	244	8603
었는데	245	3962
한번	246	734
잠시	247	606
기다리	248	1254
잡지	249	15
구독	250	14
취소	251	611
크	252	1659
이유	253	370
뭔가요	254	78
정기구독	255	2
기간	256	317
끝나	257	601
신청	258	509
자동연장	259	2
ㄴ다면	260	246
문제	261	1000
구독자	262	4
마찰	263	5
생기	264	647
광고	265	283
사용	266	1256
사진	267	454
으로는	268	234
배경	269	67
바다	270	74
와	271	1606
곧	272	240
여름	273	184
시원	274	102
느낌	275	70
고르	276	271
군	277	780
꼭	278	681
이미지	279	84
파란색	280	95
잘	281	2555
어울리	282	266
어느	283	538
지역	284	176
양재	285	1
보관	286	114
그쪽	287	177
위하	288	575
비우	289	62
할게요	290	341
올해	291	218
여름휴가	292	13
며칠	293	153
부터	294	1597
까지이	295	108
월	296	392
까지가	297	9
공식적	298	8
전달	299	174
이미	300	655
공지	301	78
었으니	302	266
다들	303	259
프로젝트	304	155
예산	305	90
수정해	306	32
야	307	3287
재조정	308	1
조정	309	58
부분	310	596
표시해주실래요	311	2
따로	312	1012
보고서	313	101
작성	314	538
전달할게요	315	8
최종	316	52
발표	317	279
전	318	1769
보고서들	319	3
번	320	2065
검토	321	134
마치	322	130
었지만	323	138
원하	324	551
시어도	325	382
괜찮	326	1783
완성	327	62
위	328	241
웹사이트	329	51
업데이트하	330	4
바쁘	331	278
업데이트할	332	2
업데이트	333	52
언제쯤	334	147
다면	335	260
뒤	336	563
세미나	337	36
호실	338	31
싶은데요	339	205
원래	340	415
려던	341	23
공간인데요	342	1
참석예상인원	343	1
넓	344	75
공간	345	105
잘되	346	104
었네	347	491
변경해드릴게요	348	3
혹시	349	2799
바	350	245
출장	351	657
떠나	352	48
어렵	353	855
밤	354	175
출발	355	343
업무	356	434
준비해	357	185
목요일	358	86
입사	359	102
지원자	360	56
면접	361	198
죄송	362	1604
그날	363	103
휴가	364	171
자리	365	845
수요일	366	154
어떠세요	367	139
날짜	368	370
으니	369	1121
편하	370	410
때	371	2418
잡으세요	372	6
아래층	373	21
비	374	326
사무실	375	132
어떻	376	2574
활용	377	55
일단	378	609
그대로	379	135
겠어	380	1219
지만	381	1352
무슨	382	752
인턴	383	53
포함	384	257
뽑	385	189
었다	386	473
복사기	387	21
또	388	420
고장	389	192
시설	390	90
관리팀	391	16
이렇	392	915
자꾸	393	193
새로	394	535
사	395	3318
그러	396	2420
차라리	397	82
구매	398	1351
까지는	399	271
모르	400	1793
장난감	401	63
지난달	402	52
인터넷	403	346
디자인	404	318
외	405	170
과정	406	58
무엇	407	436
다른	408	1292
광고매체	409	1
영상	410	117
마무리	411	124
등	412	250
남	413	772
참석	414	166
사람	415	1530
매우	416	225
적던데요	417	1
늦추	418	22
그럼요	419	142
지난주	420	125
요청	421	323
직원용	422	2
설문지	423	5
제출	424	283
층	425	876
직원들	426	213
아직	427	1236
인원	428	211
적	429	1108
전화	430	911
안내	431	188
열리	432	130
자선행사	433	1
아주	434	394
아아	435	1794
가족들	436	52
기쁘	437	64
모금액	438	1
목표	439	125
만큼	440	249
모이	441	137
훨씬	442	219
뿌듯	443	29
일반적	444	34
홍보	445	215
수단	446	21
다르	447	1963
방문	448	425
프로그램	449	314
그거	450	254
견학	451	6
반응도	452	7
주변	453	211
학교	454	509
넣	455	675
제공	456	281
커피	457	382
불만	458	31
다는	459	368
뜻	460	54
마시	461	511
몇	462	1441
종류	463	323
구비	464	60
그러면	465	1242
불	466	493
께	467	391
답신율	468	1
낮	469	168
같은데요	470	326
답신	471	3
추첨	472	22
경품	473	12
주는건	474	1
전체	475	112
통과된다면요	476	1
주민	477	11
대상	478	63
기획	479	55
구체적	480	69
놓	481	488
방향	482	158
단순	483	50
공연	484	332
관람	485	140
빼	486	318
하반기	487	31
없이	488	312
좀	489	2796
반대의견	490	1
팀	491	489
유지	492	18
없애	493	28
자는	494	55
건데요	495	51
그래도	496	976
내용공유	497	1
차원	498	18
전체회의	499	2
사무	500	46
부족	501	122
이전	502	160
추진	503	21
동의	504	59
비하	505	59
의견	506	180
사장님	507	273
건의	508	31
그리고	509	335
곳	510	1310
아면	511	171
당기	512	41
글쎄요	513	37
갑자기	514	398
일정	515	556
차질	516	21
건요	517	2
굳이	518	76
작년	519	187
대비	520	41
매출	521	164
오르	522	735
아다	523	378
니	524	3432
정확	525	210
표현	526	18
보고서상	527	2
처럼	528	263
반	529	133
기존	530	182
겹치	531	47
정하	532	387
근무시간	533	11
이후	534	195
자동	535	72
끌	536	85
던	537	730
저장	538	35
그것	539	728
기술	540	64
담당자	541	137
상의해	542	6
만약	543	176
해결	544	151
근무	545	144
빈자리	546	25
곤란	547	40
적당	548	84
시점	549	22
엔	550	357
출근	551	223
유급휴가	552	1
연달	553	6
쉬	554	255
께서	555	358
특별히	556	131
셨대요	557	6
소식	558	141
고객	559	168
수정	560	222
고자	561	51
반대	562	103
만의	563	13
느끼	564	387
최근	565	316
지적	566	9
말하자면	567	7
오랫동안	568	52
아ㄴ	569	275
고객들	570	55
단기	571	12
아르바이트	572	54
채용	573	55
도움	574	248
인력	575	52
구인광고	576	3
안	577	5289
확실	578	104
오	579	8498
회신	580	18
제외	581	109
하고는	582	23
대부분	583	130
거예요	584	1114
대량	585	48
기한	586	58
맞추	587	299
려면	588	571
야근	589	195
힘들	590	831
소화	591	38
추가수당	592	1
으며	593	56
무상	594	57
수리	595	190
개월	596	210
짧	597	162
어머	598	17
오래전	599	17
얼마나	600	764
최소한	601	20
이상	602	581
년	603	504
라면	604	473
업무용	605	6
메신저	606	20
설치	607	198
이메일로	608	9
대화	609	37
더욱더	610	20
이메일만으로	611	1
충분	612	69
건물	613	263
외벽	614	2
페인트칠	615	1
비효율적	616	6
낙서	617	3
상태	618	351
쪽	619	870
벽	620	31
에만	621	154
버스	622	1420
빌리	623	325
불편	624	319
거리	625	141
려	626	159
었을	627	390
기차	628	220
개수	629	73
위험	630	101
꾸준히	631	85
증가	632	65
는데	633	2742
든지	634	80
으니까	635	455
나누	636	251
초대해	637	2
함께하	638	32
가지	639	426
준비해서	640	32
충분히	641	130
반영	642	45
아ㄴ데	643	2291
알리	644	1322
찬성	645	31
안내자	646	1
상의해서	647	1
후보	648	9
정해볼게요	649	1
에어컨	650	137
맞	651	2219
요즘	652	683
날씨	653	157
정말	654	2249
빨리	655	704
업체	656	289
찾	657	1689
연락처	658	112
알려드릴게요	659	58
가격	660	934
낮추	661	53
높이	662	58
겠지만	663	180
장기적	664	15
부정적	665	6
단기적	666	2
열	667	347
구내식당	668	16
메뉴	669	563
개선	670	31
변경	671	661
극단적인데요	672	1
벌써	673	362
째	674	191
얘	675	125
줄	676	1091
든	677	140
복장	678	11
자유	679	80
화하	680	19
관하	681	187
얘기	682	182
양복	683	5
고집	684	6
단계적	685	1
시행	686	28
롭	687	158
입	688	767
안내할게요	689	1
매주	690	78
월요일	691	145
주간	692	18
고정	693	21
거나	694	263
요일	695	20
정하면요	696	1
별로	697	346
매출액	698	16
막대그래프	699	1
표시	700	75
한눈	701	6
비교	702	62
쉽	703	288
색깔	704	143
비슷	705	226
만들	706	658
색	707	224
동일	708	40
로고	709	18
소비자들	710	37
익숙	711	26
는지	712	1334
캐릭터	713	31
추가	714	500
주문하기	715	6
수량	716	111
동	717	79
한	718	554
양	719	137
한꺼번에	720	45
자주	721	337
요구	722	53
사항	723	273
모으	724	75
계속	725	548
요구사항	726	7
종류별	727	19
정리	728	302
어야겠군	729	20
고객서비스팀	730	1
담당	731	150
문서작성능력	732	1
무료	733	317
가르치	734	62
신입	735	93
더라고	736	296
조사	737	111
직접	738	451
려는	739	149
고서	740	111
아뇨	741	107
못	742	1482
드리	743	4430
참	744	340
시면	745	3268
끝내	746	148
매장	747	539
내부적	748	13
처리	749	420
느라	750	149
바쁠거에요	751	1
해아하	752	1
홍보담당자	753	1
설명	754	309
정보	755	191
보낼게요	756	11
길	757	995
대리님	758	127
중국	759	200
관련	760	307
기안	761	9
완료	762	292
셨나	763	455
현재	764	488
훅시	765	1
때문	766	1284
시죠	767	187
팀장님	768	191
으시어서	769	76
제출일	770	2
시ㄴ다	771	111
안녕	772	480
해외사업팀	773	3
김소미	774	3
대리	775	33
김대리님	776	10
예산안	777	12
바뀌	778	196
듯	779	38
변경건	780	1
관련해서	781	66
이야기	782	284
듣	783	268
연락드리	784	221
이메일	785	120
중국어	786	70
통역	787	25
맡	788	185
해외	789	287
사업팀	790	6
진출	791	29
프레젠테이션	792	17
부탁드리	793	599
부탁	794	268
미흡	795	7
최선	796	55
다하	797	52
사항들	798	17
말씀	799	1182
자	800	1758
발급	801	268
건	802	566
여쭈	803	217
대사관	804	29
측	805	104
한가지	806	6
문제점	807	21
다음주	808	21
발생	809	178
었을까	810	9
언론사	811	1
라서	812	809
ㄴ지	813	1086
특별	814	163
부산	815	86
주후	816	2
다가오	817	22
아ㅂ니다	818	680
착오	819	31
방금	820	308
사무국	821	2
폭우	822	2
인하	823	114
스케줄	824	45
전면	825	6
큰일	826	138
ktx	827	19
타	828	1917
페널티	829	4
호주	830	18
현지	831	108
코디	832	1
섭외	833	11
한국말	834	4
호주식	835	1
영어	836	252
둘	837	191
완벽	838	31
구성	839	70
취하	840	59
상황이라서요	841	9
섭외해서	842	1
지원	843	294
경비	844	156
책정	845	23
재무팀	846	26
인사팀	847	28
계실거에요	848	1
감사	849	1053
관련팀	850	1
국	851	36
마다	852	415
금액	853	462
ㄹ테니	854	23
아프리카	855	4
관련해	856	43
이제	857	543
두달	858	1
뜨	859	241
예방접종	860	8
확인서가	861	3
이번주중	862	1
보건소	863	5
한화	864	7
지급	865	121
월급	866	55
통장	867	44
공항	868	538
환전하시	869	8
첫	870	99
이것	871	169
저것	872	6
여쭤볼	873	3
떨리	874	45
한테	875	681
ㄹ께	876	18
나과장님	877	1
클라이언트	878	9
미팅	879	176
컨펌	880	5
잡히	881	136
었고	882	360
답변	883	41
데	884	4300
공유	885	59
이메	886	35
송부	887	5
드디어	888	81
뵙	889	17
걸	890	245
합류	891	14
비행기표	892	28
구하	893	154
어다	894	417
몇일날	895	1
출발하시	896	6
하루	897	380
당	898	178
매	899	68
었더라구	900	1
이탈리아	901	20
간략	902	18
브리핑	903	1
회의실	904	87
모여주시길	905	1
컨벤션	906	3
점	907	392
참가	908	39
업체들	909	25
셨습니다	910	91
그래서	911	405
초청	912	9
었군	913	71
와의	914	30
컨퍼런스	915	8
콜	916	7
주로	917	100
예정인거	918	1
계약	919	378
하대리	920	2
님	921	68
출장가	922	3
그런데	923	642
셨어	924	256
선	925	116
김과장님	926	2
퇴사	927	68
계약서	928	181
도장	929	52
찍	930	719
안타깝	931	90
혼자	932	282
걱정	933	669
배우	934	383
저녁	935	610
에도	936	737
보통	937	306
클라이언트들	938	2
겸	939	25
저녁식사	940	2
마련	941	118
시거든	942	10
그러하	943	5
안그래	944	6
장소	945	312
동행	946	19
선호	947	44
호텔	948	692
리스트	949	37
예약	950	1774
어떡하	951	273
추	952	389
및	953	105
으시ㄹ까	954	49
버전	955	39
지를	956	64
추가전	957	1
캄보디아	958	13
출장건	959	6
까다롭	960	24
부장님	961	139
여쭤보시긴	962	1
만에	963	7
폭염	964	2
상황	965	369
드레스	966	10
코드	967	45
독	968	30
제작	969	176
윤정주pd입니	970	1
지방	971	48
촬영	972	242
기안서	973	3
못냈어요	974	1
근데	975	257
여기	976	3282
pd	977	3
인트라넷	978	14
여권	979	284
만료	980	22
재발급	981	71
다른팀	982	1
차출	983	2
알아볼게요	984	7
체크	985	45
었었어야	986	2
ㄹ지	987	415
러시아	988	15
캔슬	989	1
철회	990	8
ㄴ다는	991	291
결정	992	171
내리	993	803
우리측	994	6
실수	995	194
거래처	996	188
자금	997	20
유통관련해서	998	1
아ㄹ	999	260
바이어	1000	35
선물	1001	463
취향	1002	38
고민	1003	210
지내	1004	173
바이어분	1005	2
시어서	1006	1048
퇴근	1007	282
러	1008	758
계시	1009	541
독일어	1010	11
잊	1011	111
버리	1012	530
한국어	1013	59
코디네이터	1014	1
다행	1015	348
속성	1016	1
과외	1017	14
었거든	1018	158
박부장님	1019	1
시네	1020	79
처음	1021	841
이야긴데	1022	1
박부장님께서	1023	1
랑	1024	1001
막역	1025	1
사이신가봐요	1026	1
별	1027	209
김수아과장님	1028	1
안하	1029	10
몰리	1030	31
정책	1031	23
상	1032	57
최소	1033	77
주전	1034	1
명심	1035	13
다음부턴	1036	7
유럽	1037	48
모색	1038	5
잡	1039	355
거래처들	1040	4
연장	1041	70
불안	1042	38
로써	1043	3
불안하긴	1044	1
노력	1045	138
잡혔이네요	1046	1
이번달	1047	6
네덜란드	1048	4
올림픽	1049	24
개최	1050	23
전역	1051	1
달동안	1052	1
축제	1053	73
분위기	1054	125
거의	1055	265
몰	1056	54
아군	1057	37
양해	1058	54
이런게	1059	1
진정한	1060	6
문화차	1061	1
아ㅂ니까	1062	21
참관하	1063	3
기대	1064	228
책	1065	430
엄청	1066	166
열심히	1067	251
김소미대리님	1068	1
숙소	1069	235
있으세요	1070	104
중간	1071	136
경유지	1072	7
터키	1073	8
한지민팀장님	1074	1
김소미대리입니	1075	1
보충	1076	23
팀장회의	1077	1
러시아어	1078	4
저희팀	1079	1
최대리	1080	1
장염때문	1081	1
입원	1082	180
파악	1083	58
김소미매니저님	1084	1
다니	1085	912
하려구요	1086	1
시군	1087	60
신용카드	1088	173
현금	1089	319
영수증	1090	470
몇개	1091	3
분실	1092	153
어떻하	1093	7
라고	1094	52
장동원매니저님이시	1095	1
출장경비	1096	13
장동원매니저입니	1097	1
무슨일	1098	3
출장비용	1099	2
현지화	1100	1
결제	1101	564
경우	1102	575
원화	1103	27
단위	1104	38
계산	1105	472
있을거에요	1106	4
장동원매니저님	1107	1
김소미매니저입니	1108	1
시ㄹ까	1109	29
문의주	1110	1
출장전	1111	1
받으셨나봐요	1112	1
시스템	1113	107
오류	1114	81
으시ㄴ가	1115	482
들중	1116	1
누락	1117	49
지출	1118	41
내역	1119	55
시ㄴ가	1120	283
그때	1121	297
식사	1122	462
그동안	1123	120
엑셀	1124	28
시어야	1125	1109
접속	1126	44
파일	1127	97
업로드	1128	10
불평	1129	7
자면	1130	12
매번	1131	73
챙기	1132	296
진짜	1133	380
종이	1134	181
겠지	1135	224
누구	1136	341
옛날	1137	88
고수	1138	37
겠다	1139	462
안주	1140	32
꽤	1141	249
더ㄴ데	1142	381
질문	1143	110
몇일	1144	3
올리	1145	316
규칙	1146	22
일주일	1147	282
원칙	1148	10
부득이	1149	16
사정	1150	106
마감	1151	106
제	1152	193
예전	1153	183
이랑	1154	677
경비처리	1155	9
손쉽	1156	2
안다녀봐	1157	1
모르긴	1158	3
일일	1159	16
히	1160	19
풀	1161	150
부치	1162	37
었다면	1163	41
정리해서	1164	31
그래	1165	510
굉장히	1166	212
편리해지	1167	5
출장보고	1168	6
그런걸꺼에요	1169	1
일찍	1170	319
메뉴얼	1171	2
처음해보는거	1172	1
미숙	1173	8
상세	1174	26
법인카드	1175	38
안되	1176	212
각	1177	86
배정	1178	31
승	1179	11
아무리	1180	174
애초	1181	14
출하	1182	21
초과	1183	61
부담	1184	141
착오이긴	1185	1
초	1186	96
팀장	1187	27
진짜요	1188	10
개발	1189	105
더라	1190	551
잘됬다	1191	1
응	1192	618
저절로	1193	5
외화	1194	10
환산	1195	4
기능	1196	132
완전	1197	60
환율	1198	75
검색	1199	140
얼마정도	1200	2
총	1201	423
원	1202	1351
었으니까	1203	112
조심	1204	116
시고요	1205	36
꼼꼼하	1206	46
관리	1207	186
재무팀장님	1208	1
어떤일	1209	2
턱	1210	15
쏘	1211	9
지수매니저님	1212	1
죄송한	1213	9
하나	1214	814
이번주	1215	19
한가	1216	13
놨고	1217	2
되요	1218	5
미진매니저님	1219	2
시ㄴ지	1220	38
...	1221	15
휴가신데요	1222	1
제출하시	1223	15
일비	1224	4
날	1225	313
팀장님것	1226	1
합산	1227	5
내일	1228	357
규정	1229	110
회사들이	1230	2
랑은	1231	21
중소기업	1232	9
여비규정	1233	1
따르	1234	482
지는	1235	64
않나보네요	1236	1
전문	1237	56
분야	1238	79
숙박비	1239	19
숙박	1240	55
당일	1241	32
어쩌	1242	395
경리	1243	4
회계팀	1244	34
김미소대리님	1245	1
잘하	1246	368
어찌	1247	12
수월	1248	20
척척	1249	3
시던	1250	31
다음달	1251	6
든든	1252	5
짜증	1253	30
시고	1254	709
좋으세요	1255	11
각종	1256	14
문	1257	179
기록	1258	81
정말요	1259	37
아네	1260	343
발견	1261	74
깜짝	1262	51
놀라	1263	95
역시	1264	143
가끔씩	1265	3
김대리님이랑	1266	1
점심	1267	295
먹	1268	3002
으면서	1269	55
팁	1270	32
마감일	1271	10
감사드리	1272	79
당연히	1273	213
돕	1274	725
내일쯤	1275	8
될거	1276	7
하필이면	1277	7
마지막날	1278	1
영수증들	1279	4
잃	1280	226
스캔	1281	3
나머지	1282	123
카드사	1283	20
요청하시	1284	16
계신거	1285	1
깜빡	1286	90
덕분	1287	164
신경쓰	1288	5
김미진대리님께	1289	1
재무	1290	22
김대리님께	1291	1
김대리님께서	1292	1
셨는데	1293	206
부서	1294	155
시면서	1295	18
전담하시	1296	1
애먹	1297	2
않으려면요	1298	1
고생	1299	123
기억	1300	257
더라도	1301	85
매일	1302	213
조금씩	1303	58
는게	1304	27
수월하긴	1305	1
써놔야	1306	1
소미매니저님	1307	1
시더라고	1308	16
출장비	1309	26
싱글벙글하시던데	1310	1
그러신건가봐요	1311	1
사원분	1312	1
시ㄴ데	1313	149
밝히	1314	9
횡령	1315	5
구속되셨을껄	1316	1
헉	1317	2
느라고	1318	7
전혀	1319	217
아지	1320	115
이런식	1321	1
제대로	1322	258
안되요	1323	2
헷갈렸나봐요	1324	1
항목	1325	37
분류	1326	28
으시어야	1327	75
고요	1328	163
통일	1329	11
시험	1330	410
범위	1331	42
수업	1332	308
못가서요	1333	1
페이지	1334	57
으시ㄴ	1335	213
교수님	1336	185
발표자료	1337	5
역대	1338	3
난이	1339	2
분석	1340	64
난이도	1341	11
습니까	1342	425
하향	1343	5
가능성	1344	65
높	1345	281
ㅂ니까	1346	617
편	1347	411
었어서	1348	4
시험범위	1349	1
커버	1350	33
였는데	1351	1
까지밖에	1352	4
진도	1353	4
못나	1354	1
아잖아	1355	48
었으면	1356	396
소원	1357	12
구술시험	1358	2
자료들	1359	28
출제자	1360	1
유학	1361	26
유학파	1362	1
유형	1363	10
었겠네	1364	12
공부	1365	309
벗	1366	75
천	1367	101
거든	1368	289
주동안	1369	1
으셨습니다	1370	14
채점	1371	11
주정	1372	1
소요	1373	120
게시판	1374	27
통하	1375	217
파트	1376	5
각자	1377	98
개개인	1378	2
이어폰	1379	55
아무	1380	252
특정	1381	25
시중	1382	18
구매가능	1383	1
에서는	1384	428
컨닝	1385	2
엄격	1386	12
단속	1387	28
수험생들	1388	2
제재	1389	3
논란	1390	10
공정한	1391	2
치	1392	201
안심	1393	27
틀리	1394	41
a	1395	153
상대평가	1396	5
나오	1397	275
조정되긴	1398	1
학기	1399	98
과제	1400	170
로만	1401	64
평가	1402	55
좋긴	1403	34
는다	1404	93
만회	1405	3
오로지	1406	3
ㄴ다니	1407	67
그룹	1408	111
ㅂ시다	1409	238
새	1410	290
피곤	1411	117
절대	1412	72
못새요	1413	1
벼락치	1414	8
스타일	1415	139
몸	1416	206
정반대	1417	2
합격	1418	58
어떻하죠	1419	2
있으실거에요	1420	1
셨잖아	1421	24
마음	1422	466
자신	1423	90
병행	1424	9
다음번	1425	74
기약	1426	1
묻	1427	636
년정	1428	1
시다시피	1429	17
워낙	1430	123
잖아요	1431	14
변호사	1432	7
이란게	1433	1
년반	1434	1
부럽	1435	51
미국	1436	177
대학	1437	65
입학	1438	46
sat	1439	1
한국의	1440	23
수능시험	1441	2
궁금	1442	296
한국	1443	325
수능	1444	11
치르	1445	8
왜냐	1446	4
당일날	1447	6
급성	1448	4
장염	1449	17
재수	1450	2
대비해	1451	5
어떤것	1452	1
망	1453	34
너	1454	1962
구나	1455	224
어떻하긴	1456	2
어떻해	1457	1
전교	1458	7
김해리라	1459	1
면서	1460	598
김해리	1461	6
안놓친다	1462	1
도대체	1463	87
비결	1464	16
뭘까	1465	7
학원	1466	65
다니나보	1467	1
안다닌다	1468	1
그런거	1469	3
심기해	1470	1
기억나	1471	54
으려고	1472	163
어느새보니	1473	1
칠판	1474	5
집	1475	1123
뒷사람	1476	4
잠깐	1477	225
고맙	1478	303
쑥스럽	1479	7
못물어봐	1480	1
세상	1481	38
우	1482	34
리ㄴ	1483	22
입사시험	1484	1
잖아	1485	481
뿐인줄알	1486	1
하고나서도	1487	1
승진	1488	41
살	1489	396
멀	1490	242
미래	1491	21
b	1492	80
안맞으	1493	1
엄마	1494	258
용돈	1495	19
동안	1496	434
끊	1497	78
성적	1498	132
못받으	1499	1
아무것	1500	63
대한민국	1501	2
사법고시	1502	3
사라지	1503	74
우리나라	1504	123
어떠하	1505	43
치뤄야하	1506	1
로스쿨	1507	1
진학	1508	9
ㄴ게	1509	9
뭔가	1510	154
추억	1511	13
아쉽	1512	225
기분	1513	196
선생님	1514	199
항상	1515	317
교과서	1516	18
출제	1517	6
막상	1518	33
시험문제들	1519	1
문제들	1520	10
것들	1521	145
응용	1522	3
암기	1523	2
응용문제들	1524	1
식겁	1525	1
하게되	1526	1
과목	1527	57
점수	1528	89
안나오거든	1529	1
안외워져	1530	1
졸업	1531	173
거아니	1532	1
구직활동	1533	2
하고싶진	1534	1
친구들	1535	170
에서도	1536	230
유예	1537	6
고는	1538	64
학비	1539	8
읽	1540	214
영국식	1541	3
당황	1542	44
ㄴ다니까	1543	27
마찬가지	1544	49
미국식	1545	1
발음	1546	11
치우치	1547	2
구사	1548	4
아다는	1549	44
소리	1550	273
나쁘	1551	106
매기	1552	3
이거	1553	288
친하	1554	40
친구	1555	505
의대	1556	1
똑똑하	1557	11
펜	1558	68
이걸	1559	148
시험용	1560	5
부적	1561	1
설마	1562	49
평소	1563	212
실력	1564	48
중요	1565	312
창피	1566	9
이야기해	1567	1
창피하긴	1568	1
웃	1569	40
뭔데	1570	10
운전면허	1571	21
떨	1572	169
겨우	1573	35
붙	1574	141
운명	1575	2
보던날	1576	1
할로윈	1577	5
당연	1578	139
널	1579	84
매년	1580	35
까먹	1581	54
코스튬	1582	5
굴	1583	37
헉.	1584	3
됬어	1585	1
흥미진진한데	1586	1
응시	1587	11
가능한	1588	10
징크스	1589	2
흰색	1590	87
바지	1591	97
에이	1592	36
고사장	1593	2
안입는다	1594	1
이야	1595	103
일어나	1596	169
실제로	1597	58
안입은적	1598	1
딱	1599	179
지진	1600	26
라니	1601	153
미치	1602	38
지키	1603	109
있을꺼	1604	1
자존심	1605	2
붇돋아	1606	1
맛있	1607	718
으러	1608	237
따	1609	79
기념	1610	58
아빠	1611	101
사실	1612	200
파스타	1613	91
딸	1614	70
ㄴ들	1615	105
사랑	1616	25
중학교	1617	17
축하	1618	140
중학생	1619	15
할머니	1620	44
전해달라	1621	2
교복	1622	20
비싸	1623	453
보태	1624	3
어때	1625	370
초등학교	1626	28
음	1627	64
이란	1628	22
색다르긴	1629	2
고등학교	1630	69
다가	1631	449
안입	1632	1
대학교	1633	98
있긴	1634	93
어리	1635	137
오히려	1636	98
고생길	1637	1
믿	1638	139
사람들중	1639	1
책임감	1640	11
입학식때	1641	1
교통사고	1642	63
못오셨었어	1643	1
었구나	1644	78
으셨어	1645	43
사고	1646	41
입학식	1647	34
오신걸	1648	1
미안	1649	166
운동장	1650	14
교내	1651	6
강당	1652	4
되었나봐	1653	1
젖	1654	39
습하	1655	10
별로이긴한데	1656	1
방송	1657	91
졸업식	1658	83
미성년자	1659	12
라는게	1660	1
신기	1661	81
로는	1662	234
대학생	1663	31
대학교가	1664	1
소미	1665	3
꽃	1666	62
꽃다발	1667	27
식상한	1668	1
만한걸	1669	1
특이한	1670	22
마칭밴드	1671	2
부	1672	225
졸업식때	1673	2
글쎄	1674	44
연주	1675	9
었었어	1676	68
학생들	1677	89
졸업연주	1678	1
연사	1679	3
누구하는지	1680	1
